Student_ID,Course_ID,Engagement_Time_Minutes,Participation_Frequency,Activity_Type,Completion_Status,Last_Active_Date,Average_Score,Device_Used,Time_Spent_Per_Session_Minutes,Course_Completion_Percentage,Total_Quizzes_Attempted,Total_Forums_Posted,Preferred_Learning_Mode
6ab670e5,326057,366,9,Video Lecture,Completed,2022-08-01T00:00:00.000000000,78,Desktop,6,35,6,49,Hybrid
392add56,c08f5a,345,18,Assignment,In Progress,2023-05-07T00:00:00.000000000,71,Mobile,116,36,2,48,Self-Paced
8b8d797d,a0aabd,39,19,Quiz,Completed,2022-08-04T00:00:00.000000000,79,Mobile,53,18,11,41,Live Sessions
ea8dd586,8ebe68,119,12,Quiz,Dropped,2022-01-15T00:00:00.000000000,72,Mobile,101,18,10,9,Hybrid
aaed7a5d,3620b3,109,5,Video Lecture,Completed,2023-06-08T00:00:00.000000000,96,Tablet,28,19,1,38,Live Sessions
357832ed,9dbf43,425,15,Video Lecture,Completed,2023-09-08T00:00:00.000000000,59,Tablet,51,54,10,38,Live Sessions
5edacec1,099bdc,96,19,Quiz,In Progress,2023-02-14T00:00:00.000000000,68,Tablet,86,52,16,1,Hybrid
2c9cae48,b4e07d,438,17,Discussion Forum,In Progress,2023-05-26T00:00:00.000000000,92,Mobile,49,27,4,42,Hybrid
88ebf271,3a7208,175,21,Quiz,Completed,2023-12-27T00:00:00.000000000,52,Mobile,30,36,11,15,Hybrid
64318af7,d58e8a,88,9,Discussion Forum,Completed,2022-04-23T00:00:00.000000000,55,Desktop,57,52,17,1,Hybrid
104db591,ab2328,67,14,Video Lecture,In Progress,2022-06-03T00:00:00.000000000,68,Laptop,56,62,15,32,Hybrid
1ce2ebeb,878d2b,554,1,Discussion Forum,In Progress,2023-12-26T00:00:00.000000000,99,Laptop,77,39,0,29,Live Sessions
8a643ff7,c77fcd,237,29,Quiz,Completed,2022-06-04T00:00:00.000000000,50,Desktop,38,69,5,16,Hybrid
8ee4f397,92b310,150,15,Assignment,Completed,2023-07-03T00:00:00.000000000,79,Mobile,11,67,14,2,Self-Paced
2f7ccbda,906244,212,26,Quiz,Completed,2022-01-08T00:00:00.000000000,98,Tablet,48,8,17,34,Self-Paced
99fad536,48219,478,23,Discussion Forum,In Progress,2023-08-17T00:00:00.000000000,57,Laptop,11,29,18,1,Hybrid
7b6bd563,dcc23b,476,6,Discussion Forum,In Progress,2022-05-13T00:00:00.000000000,94,Tablet,29,69,3,39,Hybrid
5c2f343a,b7ffbf,507,16,Video Lecture,Completed,2022-01-17T00:00:00.000000000,97,Laptop,104,51,9,7,Hybrid
9aa97534,46a230,195,5,Assignment,In Progress,2023-07-01T00:00:00.000000000,61,Tablet,60,87,17,39,Hybrid
ef879b68,20abf5,136,3,Assignment,Completed,2022-04-18T00:00:00.000000000,54,Mobile,60,80,18,31,Hybrid
caeafefd,a0edad,306,29,Video Lecture,In Progress,2023-11-28T00:00:00.000000000,89,Laptop,65,19,12,30,Self-Paced
46b236de,613168,48,15,Video Lecture,Completed,2023-04-01T00:00:00.000000000,89,Mobile,34,27,16,2,Hybrid
c9ca9aa8,be04d6,337,21,Discussion Forum,In Progress,2023-05-18T00:00:00.000000000,62,Laptop,86,4,11,16,Hybrid
790781fc,676207,25,2,Assignment,In Progress,2023-08-23T00:00:00.000000000,72,Mobile,59,12,4,0,Hybrid
c79d53cb,941926,484,8,Assignment,In Progress,2023-10-27T00:00:00.000000000,69,Mobile,29,50,3,41,Self-Paced
a6e931ae,fdfe29,111,10,Discussion Forum,In Progress,2023-07-12T00:00:00.000000000,93,Mobile,63,79,16,40,Hybrid
6f9aed9a,9f6a02,360,7,Quiz,Completed,2023-05-08T00:00:00.000000000,96,Mobile,82,13,16,26,Self-Paced
6daba6fd,8d6de0,151,6,Assignment,Completed,2023-08-13T00:00:00.000000000,74,Mobile,86,24,4,20,Hybrid
6b94edc4,1cb533,250,29,Video Lecture,In Progress,2023-08-18T00:00:00.000000000,83,Desktop,56,58,12,21,Hybrid
eb83b859,92148a,474,28,Video Lecture,Dropped,2022-02-28T00:00:00.000000000,83,Desktop,72,6,12,41,Hybrid
bc97298a,069c1e,399,18,Quiz,Completed,2023-07-02T00:00:00.000000000,61,Laptop,74,33,1,22,Live Sessions
cb7dd23f,d14a51,335,24,Quiz,In Progress,2023-04-11T00:00:00.000000000,82,Laptop,117,44,15,1,Live Sessions
6581793f,f1bcb8,86,11,Assignment,In Progress,2022-12-29T00:00:00.000000000,74,Tablet,60,65,1,20,Self-Paced
40c26820,994342,517,24,Assignment,Dropped,2023-06-13T00:00:00.000000000,81,Tablet,73,12,6,40,Live Sessions
1eb9eadd,711a77,580,19,Discussion Forum,In Progress,2022-04-20T00:00:00.000000000,82,Desktop,44,79,10,35,Hybrid
ebaa047c,366fd1,594,25,Discussion Forum,In Progress,2024-02-11T00:00:00.000000000,61,Desktop,49,8,8,28,Hybrid
d1c0ca70,50570d,146,12,Assignment,Completed,2022-05-06T00:00:00.000000000,68,Mobile,91,5,6,31,Self-Paced
91709b99,5abe67,312,15,Discussion Forum,Dropped,2022-04-22T00:00:00.000000000,93,Mobile,89,10,11,10,Hybrid
ac3a7170,0f6274,380,13,Quiz,In Progress,2023-05-24T00:00:00.000000000,52,Desktop,43,48,6,44,Self-Paced
30ba043a,8f5779,483,23,Video Lecture,Completed,2022-04-29T00:00:00.000000000,74,Mobile,56,77,4,31,Live Sessions
bb27053d,7c4865,551,8,Discussion Forum,Completed,2023-08-08T00:00:00.000000000,72,Tablet,83,20,9,12,Live Sessions
50e3b78e,bfaa88,125,6,Video Lecture,In Progress,2022-07-15T00:00:00.000000000,79,Tablet,51,98,7,31,Live Sessions
11324f3e,5500a5,235,14,Quiz,In Progress,2023-08-22T00:00:00.000000000,84,Laptop,58,95,5,11,Hybrid
57ea37f2,ddc7ae,257,13,Quiz,Completed,2022-01-04T00:00:00.000000000,99,Mobile,34,22,2,0,Live Sessions
43465fb1,92e3d4,150,27,Quiz,In Progress,2023-11-19T00:00:00.000000000,63,Tablet,103,69,19,47,Self-Paced
074beb88,e09c97,164,15,Quiz,In Progress,2023-07-18T00:00:00.000000000,87,Tablet,20,97,10,26,Hybrid
03c775b9,e24d82,129,6,Quiz,In Progress,2023-05-03T00:00:00.000000000,51,Mobile,79,75,19,22,Self-Paced
2cb334b6,f6b9ab,521,14,Discussion Forum,In Progress,2023-02-05T00:00:00.000000000,71,Desktop,118,21,1,8,Self-Paced
27cf1ba2,15be9a,384,10,Quiz,In Progress,2022-04-02T00:00:00.000000000,76,Mobile,93,9,5,26,Self-Paced
a3953e4b,f8b889,560,2,Assignment,Completed,2022-05-05T00:00:00.000000000,68,Tablet,37,83,4,46,Hybrid
20125c87,9c7b7e,272,4,Discussion Forum,Completed,2024-01-02T00:00:00.000000000,86,Tablet,107,41,13,7,Hybrid
811cf9f8,5.33E+05,324,7,Discussion Forum,In Progress,2023-03-10T00:00:00.000000000,95,Desktop,33,0,9,32,Hybrid
d3086d8f,bd2e12,555,23,Discussion Forum,Completed,2023-09-27T00:00:00.000000000,50,Mobile,77,98,18,6,Live Sessions
6e9641b1,42bc12,190,7,Video Lecture,Completed,2023-01-06T00:00:00.000000000,53,Laptop,6,94,7,2,Hybrid
bb07625d,788a9f,512,27,Video Lecture,In Progress,2022-09-06T00:00:00.000000000,50,Tablet,11,21,3,10,Live Sessions
5ea59069,510b10,282,2,Assignment,Completed,2022-03-13T00:00:00.000000000,89,Desktop,45,45,14,4,Live Sessions
52fa276b,474eaf,405,8,Video Lecture,In Progress,2023-07-21T00:00:00.000000000,93,Tablet,58,43,2,29,Self-Paced
a2c6c204,59c7b8,94,8,Assignment,Completed,2023-10-17T00:00:00.000000000,66,Tablet,60,98,3,34,Self-Paced
5cef9e7e,231b92,563,13,Assignment,Completed,2023-02-13T00:00:00.000000000,89,Mobile,114,48,5,33,Self-Paced
9a94eedd,e2e798,220,5,Assignment,In Progress,2023-01-18T00:00:00.000000000,85,Laptop,111,95,10,42,Live Sessions
eb181596,bfb5c7,596,12,Video Lecture,Completed,2024-02-21T00:00:00.000000000,54,Mobile,75,34,8,39,Live Sessions
f28ce5c9,9b7b5c,419,1,Assignment,Completed,2024-01-02T00:00:00.000000000,75,Laptop,109,52,15,27,Hybrid
c6f2098f,3971f2,584,21,Discussion Forum,Dropped,2022-10-18T00:00:00.000000000,80,Desktop,74,52,6,29,Live Sessions
e57e8b59,9d6f37,574,18,Quiz,Completed,2023-06-29T00:00:00.000000000,55,Mobile,101,75,11,46,Live Sessions
b2ab01ea,4352d5,258,1,Discussion Forum,In Progress,2023-12-29T00:00:00.000000000,89,Laptop,28,73,16,25,Self-Paced
5dc4c7a5,d20ac2,432,15,Video Lecture,In Progress,2022-04-15T00:00:00.000000000,77,Laptop,21,97,1,31,Hybrid
99fc4552,1cf150,44,14,Video Lecture,Completed,2024-02-15T00:00:00.000000000,68,Tablet,90,77,8,12,Self-Paced
fb54ce09,6757df,280,25,Assignment,Completed,2022-12-31T00:00:00.000000000,95,Mobile,91,43,15,18,Self-Paced
b26bac15,dac650,161,13,Video Lecture,Completed,2022-12-03T00:00:00.000000000,83,Laptop,30,3,19,4,Live Sessions
fdc3bed2,1e120a,278,22,Assignment,In Progress,2022-05-02T00:00:00.000000000,60,Laptop,28,14,4,49,Self-Paced
77fd3c78,5d41c6,90,24,Discussion Forum,Completed,2022-08-17T00:00:00.000000000,93,Laptop,58,80,1,49,Hybrid
314f224c,34470a,386,23,Quiz,In Progress,2022-11-11T00:00:00.000000000,53,Tablet,52,88,16,5,Hybrid
41d030ce,6754f2,18,6,Quiz,In Progress,2023-01-18T00:00:00.000000000,85,Mobile,45,19,17,21,Hybrid
fe57848a,4b9c7a,291,13,Discussion Forum,Completed,2023-03-12T00:00:00.000000000,81,Mobile,91,79,13,8,Hybrid
44d39084,fdf530,17,14,Video Lecture,In Progress,2023-11-03T00:00:00.000000000,80,Laptop,72,76,1,27,Hybrid
8ed3e2f6,2b17bc,274,26,Quiz,In Progress,2022-03-03T00:00:00.000000000,99,Mobile,45,61,14,27,Live Sessions
2961e5c2,e7ed60,370,24,Quiz,In Progress,2022-05-27T00:00:00.000000000,60,Mobile,58,61,1,34,Self-Paced
4f77b5c5,ba46af,147,9,Discussion Forum,Completed,2022-11-20T00:00:00.000000000,67,Desktop,64,15,3,31,Hybrid
60f7f22f,5b970c,29,18,Quiz,In Progress,2023-03-09T00:00:00.000000000,94,Desktop,87,52,15,17,Hybrid
d1aace3e,d2fbde,292,15,Video Lecture,Completed,2022-03-06T00:00:00.000000000,92,Mobile,48,51,0,19,Live Sessions
9806c90c,ea56b1,191,2,Video Lecture,Completed,2022-08-11T00:00:00.000000000,83,Tablet,110,93,14,48,Live Sessions
47b8bc6f,fdc36f,227,8,Video Lecture,In Progress,2022-08-16T00:00:00.000000000,51,Laptop,20,80,12,5,Live Sessions
072f4ccf,66e0dc,522,12,Discussion Forum,Completed,2022-07-20T00:00:00.000000000,57,Desktop,101,77,16,38,Self-Paced
a3bd5f10,d53b91,20,13,Assignment,In Progress,2023-08-24T00:00:00.000000000,79,Tablet,108,69,14,24,Self-Paced
bcc54e1b,cf46e1,472,19,Video Lecture,Completed,2022-07-04T00:00:00.000000000,95,Mobile,12,94,0,18,Hybrid
047638d8,96760e,182,5,Assignment,Completed,2023-04-08T00:00:00.000000000,83,Laptop,118,86,9,18,Hybrid
acd15997,f27fb8,104,11,Video Lecture,In Progress,2023-07-31T00:00:00.000000000,82,Mobile,87,11,10,46,Self-Paced
1014db6a,c34147,506,28,Assignment,In Progress,2022-12-18T00:00:00.000000000,66,Desktop,82,17,12,39,Self-Paced
21085816,85b813,506,18,Quiz,In Progress,2022-09-28T00:00:00.000000000,99,Laptop,66,83,3,6,Live Sessions
3075abe3,b40184,364,23,Discussion Forum,Completed,2022-06-12T00:00:00.000000000,68,Tablet,80,76,0,7,Self-Paced
9f3324a0,1bd48b,196,16,Assignment,Completed,2024-01-29T00:00:00.000000000,81,Laptop,33,67,17,22,Hybrid
86703c8a,80f86c,426,26,Video Lecture,Dropped,2023-02-26T00:00:00.000000000,90,Desktop,40,91,2,40,Live Sessions
0dd4b8c8,fdee3d,595,19,Quiz,Completed,2023-12-13T00:00:00.000000000,84,Tablet,114,35,18,46,Self-Paced
8ea20e58,5b014d,101,16,Quiz,In Progress,2022-10-13T00:00:00.000000000,62,Mobile,48,91,15,18,Hybrid
f41c4d92,ff0504,178,2,Discussion Forum,In Progress,2024-02-25T00:00:00.000000000,58,Tablet,13,7,13,25,Hybrid
942d0f94,49914b,578,17,Quiz,In Progress,2022-10-20T00:00:00.000000000,72,Tablet,61,62,19,27,Live Sessions
b47e0adf,9a19e0,584,13,Video Lecture,In Progress,2023-05-09T00:00:00.000000000,82,Desktop,77,87,4,1,Hybrid
1f19d995,e0c991,280,23,Assignment,Completed,2022-09-24T00:00:00.000000000,56,Mobile,46,92,17,5,Hybrid
02f3a190,ea8e14,134,28,Discussion Forum,Completed,2023-01-29T00:00:00.000000000,55,Laptop,28,72,13,48,Self-Paced
f5bb018b,d27939,150,12,Discussion Forum,In Progress,2022-10-21T00:00:00.000000000,99,Laptop,117,91,6,5,Self-Paced
cb45cfd5,52f522,224,10,Assignment,Dropped,2023-01-14T00:00:00.000000000,96,Tablet,42,37,0,10,Hybrid
afc380e2,19b2f3,201,12,Video Lecture,In Progress,2023-01-27T00:00:00.000000000,60,Mobile,7,15,8,35,Self-Paced
7a3b2700,c6ad0e,393,18,Discussion Forum,Completed,2023-07-17T00:00:00.000000000,68,Desktop,52,41,4,31,Self-Paced
db50f001,480910,116,16,Video Lecture,In Progress,2024-01-21T00:00:00.000000000,83,Laptop,102,53,7,27,Hybrid
dd2f44b0,c8f81f,249,24,Discussion Forum,Completed,2023-12-07T00:00:00.000000000,72,Mobile,59,96,14,21,Hybrid
7c4ed39c,7.50E+08,52,17,Discussion Forum,In Progress,2023-10-02T00:00:00.000000000,52,Desktop,108,81,0,40,Self-Paced
d72a5625,d61a1c,361,12,Assignment,In Progress,2022-11-28T00:00:00.000000000,75,Desktop,50,54,9,9,Self-Paced
d2bb2312,91d27b,16,4,Discussion Forum,In Progress,2022-09-23T00:00:00.000000000,75,Desktop,94,28,4,44,Hybrid
8cf7f61e,f00d67,548,12,Assignment,Completed,2023-07-08T00:00:00.000000000,90,Mobile,62,26,11,9,Live Sessions
a5c621a6,b5973f,526,21,Video Lecture,In Progress,2023-05-15T00:00:00.000000000,66,Mobile,58,7,11,21,Live Sessions
5bdee6b8,36eaf7,80,12,Quiz,Dropped,2022-12-24T00:00:00.000000000,90,Laptop,30,16,7,1,Self-Paced
cfad774f,fc9d86,356,11,Video Lecture,Completed,2024-02-17T00:00:00.000000000,52,Laptop,40,74,6,15,Self-Paced
39ec61ec,d499ff,37,16,Discussion Forum,In Progress,2023-03-17T00:00:00.000000000,84,Mobile,6,99,1,4,Hybrid
46113c77,9a2214,367,3,Discussion Forum,In Progress,2023-05-05T00:00:00.000000000,91,Tablet,55,72,8,11,Self-Paced
8af44e09,60e78f,20,21,Video Lecture,Dropped,2023-08-27T00:00:00.000000000,87,Mobile,92,76,0,22,Self-Paced
cd7ba737,9defc7,438,8,Quiz,In Progress,2023-08-03T00:00:00.000000000,60,Tablet,31,31,2,12,Live Sessions
8e7ba6ef,86babb,563,10,Video Lecture,In Progress,2023-08-16T00:00:00.000000000,97,Mobile,48,94,17,26,Live Sessions
bca4e729,521dca,197,22,Assignment,Completed,2024-01-01T00:00:00.000000000,95,Tablet,108,68,11,37,Live Sessions
e8d17c4b,dc8274,71,29,Assignment,In Progress,2022-11-14T00:00:00.000000000,73,Desktop,75,73,0,4,Live Sessions
443ac2e1,80f686,440,16,Assignment,Completed,2022-03-23T00:00:00.000000000,73,Desktop,34,52,1,7,Live Sessions
8990737b,e381bb,94,3,Video Lecture,In Progress,2023-05-17T00:00:00.000000000,70,Laptop,39,17,10,25,Self-Paced
96cd828f,787a32,441,26,Assignment,In Progress,2022-11-11T00:00:00.000000000,66,Laptop,73,15,13,20,Hybrid
f503f59c,13eb9b,386,23,Assignment,Completed,2022-03-31T00:00:00.000000000,98,Mobile,33,95,13,15,Live Sessions
8b0d7dd9,ca003d,528,13,Discussion Forum,In Progress,2023-11-03T00:00:00.000000000,83,Mobile,114,92,10,9,Hybrid
a2ef7768,eb1c8b,378,16,Video Lecture,In Progress,2023-03-28T00:00:00.000000000,93,Desktop,16,89,5,47,Live Sessions
e340f99c,588d3e,69,16,Video Lecture,In Progress,2022-07-18T00:00:00.000000000,79,Mobile,18,38,14,6,Hybrid
7b04ab80,3d0f85,132,6,Quiz,Dropped,2024-02-24T00:00:00.000000000,92,Laptop,77,69,8,3,Self-Paced
59d265c1,722e0d,193,11,Video Lecture,Completed,2022-08-12T00:00:00.000000000,87,Laptop,66,8,10,33,Hybrid
9e58d4a9,8de291,453,10,Discussion Forum,In Progress,2023-04-20T00:00:00.000000000,88,Laptop,52,5,19,27,Self-Paced
a73f5db4,49d3cf,298,14,Assignment,Completed,2022-09-01T00:00:00.000000000,60,Tablet,42,29,13,25,Hybrid
e33a2616,6061f8,181,12,Quiz,Completed,2023-04-24T00:00:00.000000000,79,Mobile,28,57,2,14,Hybrid
8b1e9f44,c612bb,131,20,Quiz,In Progress,2022-11-08T00:00:00.000000000,50,Desktop,26,46,10,18,Hybrid
f8ffa6dd,bdafe5,77,25,Video Lecture,In Progress,2023-11-30T00:00:00.000000000,63,Desktop,12,28,7,37,Self-Paced
9101ee84,126f6b,222,22,Video Lecture,Dropped,2024-01-17T00:00:00.000000000,75,Tablet,22,94,14,43,Self-Paced
96a5d6bf,a3dda1,92,28,Video Lecture,In Progress,2022-10-02T00:00:00.000000000,86,Desktop,69,3,13,38,Self-Paced
bb4a47e5,167f80,325,21,Video Lecture,Completed,2024-02-12T00:00:00.000000000,98,Desktop,105,46,6,4,Self-Paced
bf60b1db,3ce971,254,4,Discussion Forum,In Progress,2022-02-28T00:00:00.000000000,84,Mobile,50,27,11,4,Hybrid
5cf6a284,3bbd72,399,16,Video Lecture,Completed,2023-07-09T00:00:00.000000000,73,Desktop,16,19,13,23,Hybrid
4405fd51,90abe3,190,8,Video Lecture,Completed,2023-10-26T00:00:00.000000000,85,Laptop,54,86,11,11,Live Sessions
35ee85df,66cbdb,400,24,Discussion Forum,Dropped,2022-05-18T00:00:00.000000000,91,Mobile,87,63,3,35,Live Sessions
2268faee,e161b1,389,1,Discussion Forum,Completed,2023-01-20T00:00:00.000000000,82,Laptop,19,23,3,47,Self-Paced
13466094,4d1a72,546,20,Quiz,In Progress,2023-10-18T00:00:00.000000000,72,Laptop,71,91,17,10,Live Sessions
574e6744,1078d4,135,27,Quiz,In Progress,2023-05-02T00:00:00.000000000,98,Tablet,98,45,10,19,Hybrid
e6b394cc,39ba74,119,28,Video Lecture,In Progress,2024-01-26T00:00:00.000000000,63,Tablet,23,99,7,7,Live Sessions
23f68c6c,5d2962,198,7,Assignment,In Progress,2023-01-25T00:00:00.000000000,75,Laptop,60,63,7,20,Hybrid
1b139af9,7e8251,410,19,Assignment,In Progress,2023-03-28T00:00:00.000000000,58,Mobile,72,98,19,6,Live Sessions
8b82d3d4,3dc944,315,14,Assignment,Completed,2023-01-27T00:00:00.000000000,89,Desktop,100,22,16,25,Self-Paced
3e5694a2,fc62e2,581,12,Discussion Forum,Completed,2022-05-19T00:00:00.000000000,98,Tablet,56,60,13,9,Hybrid
7bee71d1,2b0f1d,188,3,Video Lecture,Completed,2023-09-28T00:00:00.000000000,63,Mobile,68,19,15,30,Self-Paced
f1397726,4f037f,478,14,Discussion Forum,Completed,2022-08-14T00:00:00.000000000,66,Laptop,55,96,4,25,Live Sessions
fde00e07,568c41,229,14,Assignment,Completed,2022-12-01T00:00:00.000000000,56,Mobile,66,95,0,20,Live Sessions
22ed7655,1c25c5,375,25,Discussion Forum,Dropped,2022-03-21T00:00:00.000000000,71,Desktop,82,52,15,25,Live Sessions
95343b02,8c1990,242,2,Quiz,In Progress,2023-03-01T00:00:00.000000000,51,Desktop,108,82,19,19,Live Sessions
7af6f167,41eb08,317,24,Quiz,In Progress,2023-10-05T00:00:00.000000000,57,Mobile,34,24,4,49,Self-Paced
1971254f,02e25e,469,26,Discussion Forum,In Progress,2023-05-31T00:00:00.000000000,65,Tablet,30,48,18,18,Self-Paced
3ec2b146,b67b57,492,14,Discussion Forum,In Progress,2023-01-07T00:00:00.000000000,73,Tablet,95,25,13,7,Live Sessions
56febb10,be4844,73,19,Quiz,Dropped,2023-06-16T00:00:00.000000000,98,Mobile,39,40,19,38,Self-Paced
fef09c3e,ef7ccf,299,10,Assignment,In Progress,2022-04-15T00:00:00.000000000,65,Laptop,50,56,9,8,Hybrid
9785f540,83f477,126,6,Video Lecture,In Progress,2022-04-15T00:00:00.000000000,69,Desktop,41,2,16,21,Hybrid
cd6a1eee,3500bf,544,11,Discussion Forum,Completed,2022-07-06T00:00:00.000000000,77,Tablet,10,74,16,6,Hybrid
7fe181e7,ac0b2b,421,5,Video Lecture,Completed,2024-01-02T00:00:00.000000000,76,Laptop,94,89,12,33,Self-Paced
6b06df86,b078ec,27,15,Video Lecture,In Progress,2023-05-25T00:00:00.000000000,62,Tablet,53,67,7,28,Self-Paced
28b301b2,7e0e32,475,10,Discussion Forum,Dropped,2022-10-13T00:00:00.000000000,67,Mobile,117,11,13,17,Live Sessions
991b26fd,738baa,266,26,Discussion Forum,In Progress,2024-02-18T00:00:00.000000000,67,Desktop,71,40,4,45,Live Sessions
703030f6,6ef829,50,11,Assignment,Dropped,2023-03-31T00:00:00.000000000,79,Mobile,78,37,11,23,Hybrid
f074d8af,10723f,149,1,Assignment,In Progress,2023-09-26T00:00:00.000000000,71,Mobile,79,56,5,10,Live Sessions
e2b7d594,65574a,152,26,Quiz,In Progress,2023-12-25T00:00:00.000000000,67,Desktop,58,36,15,39,Hybrid
c9a52a30,c59d31,188,23,Video Lecture,In Progress,2022-12-28T00:00:00.000000000,51,Laptop,61,37,1,22,Hybrid
b7e8bf12,11f760,368,19,Video Lecture,In Progress,2022-03-24T00:00:00.000000000,83,Laptop,53,86,16,47,Self-Paced
7bb0f25e,f6c9ea,484,28,Video Lecture,In Progress,2023-06-05T00:00:00.000000000,62,Tablet,103,3,1,13,Live Sessions
2c77e49d,d1da15,359,10,Assignment,Completed,2023-09-21T00:00:00.000000000,74,Tablet,5,60,12,38,Hybrid
65c5e77b,f9c021,501,26,Video Lecture,In Progress,2022-07-09T00:00:00.000000000,56,Desktop,110,57,5,35,Live Sessions
6f1d7048,e003bd,128,4,Discussion Forum,In Progress,2022-06-14T00:00:00.000000000,98,Laptop,101,54,0,12,Self-Paced
c7f06a68,90662c,271,8,Assignment,In Progress,2022-06-19T00:00:00.000000000,99,Mobile,57,92,9,44,Hybrid
bf13e3a3,09a26a,198,21,Quiz,Completed,2023-03-12T00:00:00.000000000,57,Laptop,55,5,13,21,Self-Paced
ba5995f9,9c5873,329,15,Assignment,Dropped,2023-11-14T00:00:00.000000000,72,Desktop,5,67,13,39,Self-Paced
641ab50d,428021,393,11,Discussion Forum,Completed,2023-09-17T00:00:00.000000000,77,Desktop,7,49,9,32,Hybrid
3036fbbf,a920b8,580,29,Video Lecture,Dropped,2022-07-17T00:00:00.000000000,59,Tablet,95,68,9,0,Live Sessions
69f68735,53b4a1,219,29,Quiz,Dropped,2024-02-10T00:00:00.000000000,65,Mobile,76,69,9,26,Live Sessions
70e152f7,3182d7,558,27,Discussion Forum,Completed,2023-05-03T00:00:00.000000000,64,Mobile,70,48,3,4,Live Sessions
25abc619,f450ad,70,24,Assignment,Completed,2024-02-12T00:00:00.000000000,59,Tablet,30,59,6,30,Hybrid
ec1f73aa,c88379,191,20,Discussion Forum,In Progress,2022-01-16T00:00:00.000000000,72,Laptop,26,43,13,19,Hybrid
c169d1e9,7a0408,44,24,Video Lecture,Completed,2023-03-15T00:00:00.000000000,91,Laptop,28,55,14,47,Hybrid
1ee8a41d,56c790,358,19,Assignment,Completed,2023-12-29T00:00:00.000000000,94,Mobile,66,59,13,13,Self-Paced
14820c7f,5a9bb4,110,27,Assignment,In Progress,2023-01-25T00:00:00.000000000,64,Tablet,88,32,16,38,Self-Paced
f8d14269,94d298,285,3,Assignment,In Progress,2023-10-09T00:00:00.000000000,66,Mobile,51,75,8,30,Hybrid
e281aa62,aec85f,172,20,Video Lecture,In Progress,2023-05-13T00:00:00.000000000,84,Laptop,73,77,18,47,Live Sessions
37690341,1e70d8,243,28,Discussion Forum,Completed,2023-01-23T00:00:00.000000000,88,Mobile,48,52,12,38,Self-Paced
641b4c64,2c468a,475,25,Video Lecture,Completed,2022-12-18T00:00:00.000000000,55,Desktop,68,33,9,39,Live Sessions
7913baac,cfce12,355,1,Quiz,In Progress,2023-12-05T00:00:00.000000000,75,Laptop,76,79,5,8,Live Sessions
9e78134f,513ec4,145,16,Discussion Forum,In Progress,2023-09-06T00:00:00.000000000,61,Laptop,17,50,17,33,Hybrid
9efe64b9,cbee0d,295,29,Quiz,In Progress,2023-02-18T00:00:00.000000000,50,Mobile,41,73,6,10,Live Sessions
2c64e6ba,ec2a8d,281,8,Assignment,In Progress,2022-01-26T00:00:00.000000000,73,Desktop,76,23,8,18,Hybrid
fe0fa5af,fa3e84,539,9,Discussion Forum,Completed,2022-06-29T00:00:00.000000000,69,Tablet,100,96,2,5,Self-Paced
e25a6055,ba30ed,473,1,Video Lecture,In Progress,2022-10-02T00:00:00.000000000,83,Tablet,69,59,16,43,Hybrid
4c9a9ef5,b6cf01,301,14,Video Lecture,Dropped,2023-05-08T00:00:00.000000000,61,Tablet,88,86,13,48,Hybrid
9a76e33b,b05264,343,22,Discussion Forum,Completed,2022-06-16T00:00:00.000000000,98,Tablet,61,20,4,23,Live Sessions
f2d6579e,890c59,183,22,Assignment,Completed,2022-09-11T00:00:00.000000000,67,Tablet,16,71,17,11,Self-Paced
fa120783,0845a7,185,10,Quiz,Completed,2023-07-11T00:00:00.000000000,80,Desktop,101,24,18,9,Hybrid
2e399b14,416951,142,12,Video Lecture,Completed,2022-05-05T00:00:00.000000000,52,Laptop,40,70,1,23,Self-Paced
0f85df8a,52a426,225,11,Discussion Forum,Completed,2024-01-14T00:00:00.000000000,91,Laptop,102,16,8,37,Self-Paced
f78db55e,567940,119,26,Video Lecture,In Progress,2023-11-13T00:00:00.000000000,74,Desktop,93,92,9,43,Self-Paced
2fe5feb3,2eb72c,305,18,Quiz,Completed,2022-02-05T00:00:00.000000000,55,Desktop,54,35,14,23,Hybrid
c8eb3870,e34732,524,15,Video Lecture,Completed,2023-08-15T00:00:00.000000000,69,Laptop,45,60,16,44,Self-Paced
5f36a375,698d72,378,29,Assignment,In Progress,2023-10-02T00:00:00.000000000,52,Desktop,92,32,5,26,Hybrid
92902b42,49eba2,521,12,Quiz,In Progress,2022-10-29T00:00:00.000000000,67,Laptop,63,56,10,3,Hybrid
8a9425d6,369b75,585,8,Assignment,In Progress,2022-08-15T00:00:00.000000000,71,Mobile,111,57,5,9,Self-Paced
5448fde1,d77214,20,22,Video Lecture,In Progress,2023-05-29T00:00:00.000000000,63,Desktop,15,44,8,2,Live Sessions
f20c0561,e55c84,314,14,Discussion Forum,Completed,2023-04-10T00:00:00.000000000,74,Tablet,95,86,7,23,Self-Paced
2d2ba34f,d47179,464,28,Assignment,In Progress,2023-07-27T00:00:00.000000000,98,Mobile,24,84,19,11,Self-Paced
819cf479,717ff6,176,28,Assignment,Completed,2022-04-05T00:00:00.000000000,98,Tablet,5,18,8,25,Self-Paced
879904b3,60d4f6,146,7,Video Lecture,Dropped,2022-06-24T00:00:00.000000000,82,Tablet,42,77,17,34,Self-Paced
